database,database_id,biosyn_class,compound,smiles
PubChem,9980845,NRP,fumiquinazoline D,CC1C(=O)N2C3N1C4(C5=NC6=CC=CC=C6C(=O)N5C(CC3(C7=CC=CC=C72)O)C(=O)N4)C
PubChem,10100233,Polyketide,pamamycin,CCCC1CC2CCC(O2)C(C(=O)OC(C(C3CCC(O3)C(C(=O)O1)C)C)C(C)C4CCC(O4)CC(CCC)N(C)C)C
PubChem,10101379,Polyketide,naphthomycin,CC1C=CC=CC=C(C(=O)NC2=C(C(=O)C3=C(C2=O)C=C(C(=C3C(=O)C(=CC(C(C(C=CC(CC=C(C(=O)CC1O)C)O)C)O)C)C)O)C)Cl)C
ChemSpider,10207541,NRP,Tenellin,CCC(C)/C=C(\C)/C=C/C(=O)c1c(c(cn(c1=O)O)c2ccc(cc2)O)O
ChemSpider,10222475,Polyketide,Citrinin,C[C@@H]1[C@H](OC=C2C1=C(C(=O)C(=C2O)C(=O)O)C)C
PubChem,10245773,NRP,terezine D,CC1C(=O)NC(C(=O)N1)CC2=CNC3=C(C=CC=C23)CC=C(C)C
PubChem,10259958,Polyketide,halstoctacosanolide,CCC(C(C)C(CC(C(C=C(C)CC(C)C1CC(C(C=CC=CCC(C(=O)CC2CCC(C(O2)(CC=C(C=C(C(C(=O)C=C(C(=O)O1)C)O)C)C)O)C)C)C)O)O)O)O)O
PubChem,10342949,Terpene,paspaline B,CC12CCC3C(C1CCC4C2(C5=C(C4)C6=CC=CC=C6N5)C)(CCC(O3)C(C)(C)O)C=O
PubChem,10373128,NRP,Onnamide A,CC1C(OC(CC1=C)(C(C(=O)NC2C3C(C(C(C(O3)CC(CCCC=CC=CC=CC(=O)NC(CCCN=C(N)N)C(=O)O)O)(C)C)OC)OCO2)O)OC)C
ChemSpider,10476583,NRP,calyculinamide A,C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\C)/C(=C/C=C/C(=C/C(=O)N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O
ChemSpider,10480436,Other,Pseudopyronine B,CCCCCCCC1=CC(=C(C(=O)O1)CCCCCC)O
PubChem,10555282,RiPP,microcyclamide,CCC(C)C1C2=NC(=CS2)C(=O)NC(C3=NC(=CS3)C(=O)NC(C4=NC(=C(O4)C)C(=O)N1)C)CC5=CN=CN5C
PubChem,10629643,RiPP,prenylagaramide B,CCC(C)C1C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)N1)CC4=CC=C(C=C4)O)CC(C)C)CC5=CC=C(C=C5)OCC=C(C)C)CC(=O)N
PubChem,10720367,RiPP,tenuecyclamide C,CC1C2=NC(=C(O2)C)C(=O)NCC3=NC(=CS3)C(=O)NC(C4=NC(=CS4)C(=O)N1)CCSC
PubChem,11286230,Polyketide,nystatin A1,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
PubChem,11456257,NRP,psymberin,CC1=C2CC(OC(=O)C2=C(C=C1O)O)C(C)C(CC3C(C(CC(O3)C(NC(=O)C(C(CC(=C)C)OC)O)OC)O)(C)C)O
PubChem,11593018,Alkaloid,gonyautoxin 2,C1C(C(C23N1C(=NC(C2NC(=N3)N)COC(=O)N)N)(O)O)OS(=O)(=O)O
PubChem,11669726,Polyketide,Lactimidomycin,CC1C=CC=CCCC=CC(=O)OC1C(=CC(C)C(=O)CC(CC2CC(=O)NC(=O)C2)O)C
PubChem,11695330,NRP,salinosporamide,CC12C(C(=O)NC1(C(=O)O2)C(C3CCCC=C3)O)CCCl
PubChem,12443340,Polyketide,terrein,CC=CC1=CC(=O)C(C1O)O
PubChem,13895197,NRP,Didemnin B,CCC(C)C1C(CC(=O)OC(C(=O)C(C(=O)NC(C(=O)N2CCCC2C(=O)N(C(C(=O)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C(=O)C3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O
PubChem,15177995,Polyketide,Aranciamycin,CC1C(C(C(C(O1)OC2C(C(C(=O)C3=CC4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5O)(C)O)OC)OC)O)O
PubChem,15573391,Other,Clavam-2-carboxylate,C1C2N(C1=O)CC(O2)C(=O)O
PubChem,15596091,Polyketide,shamixanthone,CC1=CC2=C(C3=C1OCC(C3O)C(=C)C)C(=O)C4=C(C=CC(=C4O2)CC=C(C)C)O
PubChem,16130280,RiPP,nisin A,CCC(C)C1C(=O)NC(=C)C(=O)NC(C(=O)NC(CSCC(C(=O)N1)NC(=O)C(=CC)NC(=O)C(C(C)CC)N)C(=O)NC2C(SCC(NC(=O)CNC(=O)C3CCCN3C2=O)C(=O)NC(CCCCN)C(=O)NC4C(SCC(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC4=O)C)CC(C)C)CCSC)C(=O)NC(CC(=O)N)C(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC5C(SCC6C(=O)NC(C(=O)NC(CSC(C(C(=O)N6)NC(=O)C(NC5=O)C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CC7=CNC=N7)C(=O)NC(C(C)C)C(=O)NC(=C)C(=O)NC(CCCCN)C(=O)O)CC8=CNC=N8)C)C)C)CC(C)C
PubChem,16130335,RiPP,GE2270,CC1=C2C(=O)NCC(=O)NC(C3=NC(=CS3)C4=NC(=CS4)C5=C(C=CC(=N5)C6=NC(=CS6)C7=NC(CO7)C(=O)N8CCCC8C(=O)N)C9=NC(=CS9)C(=O)NC(C3=NC(=C(S3)COC)C(=O)NC(C(=N2)S1)CC(=O)NC)C(C)C)C(C1=CC=CC=C1)O
PubChem,16131155,NRP,A47934,C1C2C(=O)NC(C3=CC(=CC(=C3)OC4=C(C=CC(=C4)C(C(=O)N2)N)OS(=O)(=O)O)O)C(=O)NC5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)C(C8C(=O)NC(C9=C(C(=CC(=C9)O)O)C2=C(C(=CC(=C2)C(C(=O)N8)NC5=O)Cl)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl
PubChem,16131418,NRP,Ristomycin A,CC1C(C(CC(O1)OC2C3C(=O)NC(C4=C(C(=CC(=C4)O)OC5C(C(C(C(O5)CO)O)O)O)C6=C(C=CC(=C6)C(C(=O)N3)NC(=O)C7C8=CC(=C(C(=C8)OC9=CC=C2C=C9)OC1C(C(C(C(O1)COC1C(C(C(C(O1)C)O)O)O)O)O)OC1C(C(C(C(O1)CO)O)O)OC1C(C(C(CO1)O)O)O)OC1=CC=C(C=C1)C(C1C(=O)NC(C2=CC(=C(C(=C2)OC2=C(C=CC(=C2)C(C(=O)N1)N)O)C)O)C(=O)N7)O)O)C(=O)OC)N)O
chEMBL,16736974,Alkaloid,Scytonemin,c1cc2c(cc1)N=C\3C2=C(C(=O)/C3=C/c4ccc(cc4)O)C5=C6C(=Nc7c6cccc7)/C(=C\c8ccc(cc8)O)/C5=O
PubChem,16759609,Polyketide,tautomycetin,CCC(=CC(=O)CC(C)CC(C)CCC(C(C)C(=O)CC(C(C)C(C)OC(=O)CC(C1=C(C(=O)OC1=O)C)O)O)O)C=C
ChemSpider,17214520,NRP,Thalassospiramide A,CCCCCC/C=C\CC(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)[C@H](CC(=O)N[C@@H](C(C)C)C(=O)N[C@H]\1COC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)/C=C1)C(C)C)C)Cc2ccc(cc2)O)O
ChemSpider,19955692,Polyketide,stipitatic acid,c1c(cc(c(=O)cc1O)O)C(=O)O
PubChem,20055307,Saccharide,Avilamycin C,CC1C(C(CC(O1)OC2C(OC3(CC2O)OC4C(OC(CC4(O3)C)OC5C(C(OC(C5OC)C)OC6C(OC(C(C6O)OC)OC7C(C8C(CO7)OC9(O8)C1C(C(C(O9)C)(C(C)O)O)OCO1)OC(=O)C(C)C)COC)O)C)C)O)OC(=O)C1=C(C(=C(C(=C1OC)Cl)O)Cl)C
ChemSpider,21805429,Polyketide,maduropeptin,Cc1ccc(c(c1C(=O)N[C@@H]2CO[C@H]([C@@H]([C@]2(C)O)O)O[C@]34[C@@H](CC=C3C#C/C/5=C/CCC(=O)C[C@H](c6ccc(c(c6Cl)O[C@H]4C#C[C@H]5OC)OC)O)O)O)C
PubChem,23724554,Polyketide,ECO-02301,CC1C(C(C(C(O1)OC(CC=CC=CC=CC=CC=CC(C(C)C(C(C)C=CCCC=CC=CC=CC=CC(=O)NC2=C(CCC2=O)O)O)O)C(C)C(=O)CC(CC(CC(C=CCC(CC(CC(CC(C=CCC(CC(CCCN)O)O)O)O)O)O)O)O)O)O)O)O
PubChem,24755489,Polyketide,Erythromycin D,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)O)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)C
PubChem,24762150,RiPP,patellin 3,CC(C)CC1C2=NC(CS2)C(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)NC(C(=O)N4CCCC4C(=O)NC(C(=O)N1)C(C)OC(C)(C)C=C)C(C)C)CC(C)C)C(C)OC(C)(C)C=C
PubChem,24847675,NRP,pristinamycin,CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CCC(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CC6=CC=CC=C6)C.CC1C=CC(=O)NCC=CC(=CC(CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)OC1C(C)C)O)C
PubChem,24900169,NRP,Xenortide B,CC(C)CC(C(=O)N(C)C(CC1=CC=CC=C1)C(=O)NCCC2=CNC3=CC=CC=C32)NC
PubChem,24941628,Alkaloid,decarbamoylsaxitoxin,C1CN2C(=NC(C3C2(C1(O)O)N=C(N3)N)CO)N
PubChem,25001002,Terpene,Marneral,CC1CCC(=C(C)C)C(C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCC=O
PubChem,25053150,Alkaloid,cladoniamide G,CNC(=O)C1(C2=C(C3=C(C4=C(N3C1=O)C=CC(=C4)Cl)OC)NC5=C2C=C(C=C5)Cl)O
PubChem,25220882,NRP,cyclomarin D,CC1C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)CO)C(C2=CN(C3=CC=CC=C32)C(C)(C)C=C)O)C(C)C=C(C)C)CC(C)C)C)C(C)C)C(C4=CC=CC=C4)OC
PubChem,25244585,NRP,Phosphinothricintripeptide,CP(=O)(CCC(C(=O)[O-])[NH3+])[O-]
ChemSpider,27024550,Polyketide,phenylnannolone C,C/C(=C\C=C\c1ccccc1)/C=C/c2cccc(=O)o2
ChemSpider,27026603,Polyketide,divergolide D,CC[C@@H]\1CCC(=O)c2c3c(cc(c2O)C)[C@@]4([C@H](/C=C(\C(=O)O[C@@H](/C=C1)[C@H](C=C(C)C)O)/C)C(=O)NC4=CC3=O)O
ChemSpider,27475147,Polyketide,coelimycin P1,C/C=C/C(=O)/C/1=C/C(=C\2/C=CCCN2)/SC[C@@H](C(=O)O1)NC(=O)C
ChemSpider,28184646,Polyketide,"(14Z)-1,14-Nonadecadiene",CCCC/C=C\CCCCCCCCCCCC=C
ChemSpider,28288564,Terpene,Phenalinolactone A,Cc1ccc([nH]1)C(=O)OCC2(C3CCC4(C(C3(C(CC2OC(=O)C)O)C)CC=C(C4C5=C(C(=O)OC5O)O)C)C)CO[C@H]6CC[C@@H]([C@@H](O6)C)OC
ChemSpider,28419936,RiPP,plantazolicin,CC[C@H](C)[C@@H](C1=NC(=CO1)C2=NC(=CO2)C3=NC(=CO3)C4=NC(=CO4)C5=NC(C(O5)C)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C7=C(OC(=N7)C8=C(OC(=N8)C9=CSC(=N9)C1=C(OC(=N1)C1=CSC(=N1)C(CCCN=C(N)N)N(C)C)C)C)C
ChemSpider,28536046,NRP,burkholderic acid,CCCCCCCCC/C=C(\C)/C(=O)c1cc(oc1O)C(=O)CC
ChemSpider,29212820,NRP,Salinamide E,CC[C@@H](C)[C@@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@H](C)[C@@H](C(C)C)O)C)CO)[C@@H](C)O)Cc2ccccc2)C)c3ccc(cc3)OC
ChemSpider,32741751,NRP,A40926,CC(C)CCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1Oc2c3cc4cc2Oc5ccc(cc5Cl)[C@H]([C@H]6C(=O)N[C@@H](c7cc(cc(c7-c8cc(ccc8O)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]9c1cc(cc(c1Cl)O)Oc1ccc(cc1O)[C@H](C(=O)N[C@H](Cc1ccc(cc1)O3)C(=O)N9)NC)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C(=O)O)O)C(=O)O)O)O
PubChem,38358410,Terpene,xiamycin A,CC12CCC(C(C1CCC3=CC4=C(C=C23)C5=CC=CC=C5N4)(C)C(=O)O)O
PubChem,44227768,Other,bacillaene,CC(C)CC(C(=O)NCCCC=CC=CC(=CC=CC=C(C)C(CC(=O)NC(=CC=CC=CC(C)C(=O)O)C)O)C)O
PubChem,44403674,Polyketide,apoptolidin,CC1C=C(C=C(C=C(C(=O)OC(CC(C(CCC=C(C=CC1OC2C(C(C(C(O2)C)OC)O)O)C)O)OC)C(C3(C(C(C(C(O3)CC(COC)OC4CC(C(C(O4)C)OC5CC(C(C(O5)C)O)OC)(C)O)C)O)C)O)O)C)C)C
PubChem,44450228,Terpene,Platencin,CC1(C2CC3CCC2(CC3=C)C=CC1=O)CCC(=O)NC4=C(C=CC(=C4O)C(=O)O)O
PubChem,44543739,Polyketide,13-epi-Dorrigocin A,CC(C=C(C)C(C(C)C(=O)CCCC1CC(=O)NC(=O)C1)O)C(C(C=CCCC=CC(=O)O)OC)O
PubChem,44558924,NRP,anabaenopeptin,CC1C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N(C(C(=O)N1C)CCC2=CC=C(C=C2)O)C)C(C)C)NC(=O)NC(CCCN=C(N)N)C(=O)O)CC3=CC=CC=C3
PubChem,44559211,NRP,aspirochlorine,CON1C(=O)C2NC(=O)C13C(C4=CC(=C(C=C4O3)O)Cl)SS2
PubChem,44559556,NRP,tolaasin I,CCCCCC(CC(=O)NC(=CC)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC2C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)C(C)CC)CCO)CCN)CCCCN)C)O
PubChem,44566672,Polyketide,lobophorin B,CC1=CCCC2(C(O2)CCC(=CC3C(=C(CO3)COC(=O)C)CC1)C)C
PubChem,44583793,NRP,cytochalasin K,CC1CC=CC2C(C(=C(C3C2(C(=O)NC3CC4=CC=CC=C4)OC(=O)OC=CC(C1=O)(C)O)C)C)O
PubChem,44602381,RiPP,polytheonamide B,CCC(C)C(C(=O)NC(CC(=O)NC)C(=O)NC(C(C)C)C(=O)NC(C(C(=O)NC)O)C(=O)NC(C)C(=O)NC(CC(=O)NC)C(=O)NC(C(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(CC(=O)N)C(=O)NC(C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)O)C(C)(C)CS(=O)C)NC(=O)C(CC(=O)NC)NC(=O)CNC(=O)C(C(C)(C)O)NC(=O)C(C(C)(C)C)NC(=O)C(C(C(=O)NC)O)NC(=O)C(C(C)CC)NC(=O)C(CC(=O)NC)NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(C(C)(C)O)NC(=O)C(C(C)CC(=O)N)NC(=O)C(CC(=O)NC)NC(=O)C(C(C)(C)C)NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)C(C(C)(C)O)NC(=O)C(CC(=O)NC)NC(=O)C(C)NC(=O)C(C(C)(C)C)NC(=O)C(C)NC(=O)CNC(=O)C(C)NC(=O)C(C(C)(C)C)NC(=O)C(C(C)(C)C)NC(=O)C(C)NC(=O)C(C(C)(C)C)NC(=O)C(C(C)(C)C)NC(=O)C(C(C)(C)C)NC(=O)CNC(=O)C(C(C)(C)CC)NC(=O)CNC(=O)C(=O)CCC(C)(C)C
PubChem,46926246,Saccharide,moenomycin,CC1C(C(C(C(O1)OC2C(OC(C(C2O)NC(=O)C)OC3C(C(C(OC3OP(=O)([O-])OCC(C(=O)[O-])OCC=C(C)CCC=CC(C)(C)CCC(=C)CC=C(C)CCC=C(C)C)C(=O)[O-])(C)O)OC(=O)N)COC4C(C(C(C(O4)CO)O)O)O)NC(=O)C)O)OC5C(C(C(C(O5)C(=O)NC6=C(CCC6=O)O)O)O)O
PubChem,49787033,NRP,jamaicamide c,CC1C=CC(=O)N1C(=O)C=C(CCNC(=O)CCC=CC(C)CCC(=CCl)CCCC=C)OC
PubChem,54586211,NRP,Arylomycin,CCCCCCCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C2=CC(=C(C=C2)O)C3=C(C=CC(=C3)CC(NC(=O)C(NC1=O)C)C(=O)O)O
PubChem,54675769,Saccharide,novobiocin,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
PubChem,54679209,Polyketide,viridicatumtoxin,CC1=CCCC(C12CC3=C4C2=C(C=C(C4=C(C5=C3C(C6(CC(=O)C(=C(C6(C5=O)O)O)C(=O)N)O)O)O)O)OC)(C)C
PubChem,54697674,NRP,kirromycin,CCC(C(=O)NCC=CC=C(C)C(C(C)C1C(C(C(O1)C=CC=CC=C(C)C(=C2C(=O)C=CNC2=O)O)O)O)OC)C3(C(C(C(C(O3)C=CC=CC)(C)C)O)O)O
PubChem,54702959,Polyketide,SF2575,CC=C(C)C(=O)OC1C(OC(CC1O)C2=C(C3=C(C=C2)C(C4CC5C(C(=O)C(=C(C5(C(=O)C4=C3O)OC)O)C(=O)N)OC(=O)C6=CC=CC=C6O)(C)OC)O)C
PubChem,54706138,Saccharide,clorobiocin,CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)Cl)O
PubChem,54710080,NRP,aspyridone A,CCC(C)CC(C)C(=O)C1=C(C(=CNC1=O)C2=CC=C(C=C2)O)O
PubChem,54720057,Saccharide,Coumermycin A1,CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CNC(=C5C)C(=O)NC6=C(C7=C(C(=C(C=C7)OC8C(C(C(C(O8)(C)C)OC)OC(=O)C9=CC=C(N9)C)O)C)OC6=O)O)O)C)O
PubChem,54736483,Polyketide,Simocyclinone D8,CC1C(C(CC(O1)C2=C(C3=C(C=C2)C(=O)C45C(C3O)(O4)C(CC6(C5(C(=O)C=C(C6)C)O)O)O)O)OC(=O)C=CC=CC=CC=CC(=O)NC7=C(C8=C(C(=C(C=C8)O)Cl)OC7=O)O)OC(=O)C
PubChem,56682060,RiPP,cyclothiazomycin B,CC=C1C(=O)NC2(C(=O)NC(C(=O)NCC(=O)NC(=CC)C(=O)N3CCCC3C(=O)NC(C4=C(C=CC(=N4)C5=NC(=CS5)C6=NC(CS6)C(=O)NC(=C)C7=NC(=CS7)C8=NC(=CS8)C9=NC(CS9)C(=O)NC(CS2)C(=O)O)C(=O)NC(C2=NC(CS2)C(=O)N1)CC(=O)N)C)CCCNC(=N)N)C
PubChem,56841540,Polyketide,lomaiviticin A,CCC1(C(C(=O)C2=C3C(=C(C4=C(C=CC(=O)C4=C3O)O)[O-])C(=C2C1OC5CC(C(C(O5)C)N(C)C)O)[N+]#N)C6C(C(C7=C(C8=C(C9=C(C=CC(=O)C9=C(C8=C7C6=O)O)O)[O-])[N+]#N)(CC)OC1CC(C(C(O1)C)N(C)C)O)OC1CC(C(C(O1)C)O)OC)OC1CC(C(C(O1)C)O)OC
PubChem,56841540,Polyketide,Lomaiviticin A,CCC1(C(C(=O)C2=C3C(=C(C4=C(C=CC(=O)C4=C3O)O)[O-])C(=C2C1OC5CC(C(C(O5)C)N(C)C)O)[N+]#N)C6C(C(C7=C(C8=C(C9=C(C=CC(=O)C9=C(C8=C7C6=O)O)O)[O-])[N+]#N)(CC)OC1CC(C(C(O1)C)N(C)C)O)OC1CC(C(C(O1)C)O)OC)OC1CC(C(C(O1)C)O)OC
PubChem,60209141,NRP,Spiruchostatin A,CC1C(=O)NC2CSSCCC=CC(CC(=O)N1)OC(=O)CC(C(NC2=O)C(C)C)O
PubChem,66575233,Alkaloid,BE-54017,CN1C2=C(C=C(C=C2)Cl)C3=C1C4=C(C5=CC=CC=C5N4C6(C3(C(=O)N(C6=O)C)O)O)OC
PubChem,70678896,Polyketide,tiacumicin B,CCC1C=C(C(CC=CC=C(C(=O)OC(CC=C(C=C(C1OC2C(C(C(C(O2)(C)C)OC(=O)C(C)C)O)O)C)C)C(C)O)COC3C(C(C(C(O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)C
PubChem,70697970,NRP,zorbamycin,CC1C(C(C(C(O1)OC(C2=CN=CN2)C(C(=O)NC(CCO)C(C(C)C(=O)NC(C(=O)NCCC3=NC(CS3)C4=NC(=CS4)C(=O)NCCC(=N)N)C(C)(C)O)O)NC(=O)C5=C(C(=NC(=N5)C(CC(=O)N)NCC(C(=O)N)N)N)C)OC6C(C(C(C(O6)CO)O)OC(=O)N)O)O)O
PubChem,71308195,Polyketide,esperamicin,CC1C(C(C(C(O1)OC2C#CC=CC#CC3(C(C(=O)C(=C2C3=CCSSSC)NC(=O)OC)OC4CC(C(C(O4)C)O)OC(=O)C5=CC(=C(C=C5NC(=O)C(=C)OC)OC)OC)O)OC6CC(C(CO6)NC(C)C)OC)O)NOC7CC(C(C(O7)C)SC)O
PubChem,71449303,NRP,spumigin E,CC1CC(N(C1)C(=O)C(CCC2=CC=C(C=C2)O)NC(=O)C(CC3=CC=C(C=C3)O)O)C(=O)NC(CCCN=C(N)N)C=O
chEMBL,71455791,Polyketide,Abyssomicin C,CC1CC(C(=O)C2=C3C4(CC(C(O3)C(C4C=CC1=O)O)C)OC2=O)C
PubChem,71460594,Polyketide,Fluostatin F,CC12C(O1)C(C3=C4C(=C(C=C3C2=O)O)C5=C(C4=O)C=CC=C5O)OC
PubChem,71576813,Other,Photopyrone D,CC(C)CCCCCCC1=C(C=C(OC1=O)CC(C)C)O
PubChem,71665768,NRP,Thailanstatin A,CC1CC(C(OC1CC=C(C)C=CC2C(C3(CC(O2)CC(=O)O)CO3)O)C)NC(=O)C=CC(C)OC(=O)C
PubChem,90657423,Other,Endophenazine B,CC(=CCC1=CC(=O)C=C2C1=NC3=C(C=CC=C3N2C)C(=O)[O-])C
PubChem,90658650,Other,Liposidomycin B,CC(C)CCCCCCCCCC(CC(=O)OC1CN(C(C(=O)N(C1C(=O)[O-])C)C(C2C(C(C(O2)C3C(=O)NC(=O)C=N3)OS(=O)(=O)[O-])O)OC4C(C(C(O4)C[NH3+])O)O)C)OC(=O)CC(C)CC(=O)[O-]
PubChem,102196436,Alkaloid,borregomycin D,CN1C(=O)C2(C3=C(C4=C(C2(C1=O)O)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O
PubChem,102518265,Polyketide,JBIR-100,CC1CC(=CC=CCC(OC(=O)C(=CC(=CC(C1O)C)C)C)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)OC(=O)C=CC(=O)O)O)O)C
PubChem,102584107,Alkaloid,erdasporine C,COC(=O)C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5
PubChem,135171858,NRP,Bisdethiobis(methylthio)gliotoxin,CC(C)C(C)(C)OSC(C)(C)C
PubChem,135309121,RiPP,Cinnamycin,CN1C=C2C(=N1)CCC(C(=O)N2C)N3CCC4=C(N(N=C4C3=O)CC5=CC=CC=C5)Cl
chEBI,None,NRP,alpha-lipomycin,CC1C(C(CC(O1)OC(C(C)C)C(C)C=C(C)C=CC=CC=CC=CC(=C2C(=O)C(N(C2=O)C)CCC(=O)O)O)O)O
chEBI,None,Terpene,ambiguine I isonitrile,CC1(C2CCC(C3(C2(C4=C(C(C5C3O5)(C)C)NC6=CC=CC1=C64)O)[N+]#[C-])(C)C=C)C
chEMBL,None,NRP,massetolide A,CCCCCCC[C@H](CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O
chEMBL,None,NRP,Phenoxymethylpenicillin ,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O
chEBI,None,Polyketide,Polyketomycin,C[C@@H]1[C@H](CC[C@@H](O1)OC2C(=O)C(=C(C3(C2(CC4=C(C5=C(C(=O)C=C(C5=O)OC)C(=C4C3=O)O)C)O)O)O)C(=O)C)O[C@H]6C[C@@]([C@@H]([C@@H](O6)C)OC(=O)C7=C(C=CC(=C7O)C)C)(C)O
chEBI,None,Polyketide,Urdamycin A,CC1C(CCC(O1)OC23C(=O)CC(CC2(C=CC4=C3C(=O)C5=C(C4=O)C(=C(C=C5)C6CC(C(C(O6)C)O)OC7CCC(C(O7)C)OC8CC(C(C(O8)C)O)O)O)O)(C)O)O
